,Characteristic,Total,Reduced_Almost_Every_Month,Reduced_Sometimes,Reduced_One_Or_Two_Months,Reduced_Never,Reduced_Did_Not_Report,Unhealthy_Almost_Every_Month,Unhealthy_Sometimes,Unhealthy_One_Or_Two_Months,Unhealthy_Never,Unhealthy_Did_Not_Report,Unable_Almost_Every_Month,Unable_Sometimes,Unable_One_Or_Two_Months,Unable_Never,Unable_Did_Not_Report,Pct_Reduced,Pct_Unhealthy,Pct_Unable,Reduced_Likelihood_Ratio,Unhealthy_Likelihood_Ratio,Unable_Likelihood_Ratio
36,"    White alone, not Hispanic",22183627,670592,991109,928160,16363425,3230343,625840,1023803,1086707,16211933,3235348,404810,599440,577208,17373179,3228999,13.664444641888974,14.441153204467804,8.343387166448215,0.6821387195757447,0.790687020401807,0.5878149855254798
37,"    Black alone, not Hispanic",3730245,258607,407306,251020,1582969,1230341,170414,193210,124878,2008592,1233153,260411,256222,190703,1794467,1228440,36.67872846317299,19.56283549024225,28.27302687459654,1.8310280092053914,1.071111142260083,1.9919139015728207
38,"    Asian alone, not Hispanic",13135337,629109,1056276,517062,7972448,2960443,496209,868522,384099,8390589,2995914,323259,437673,303521,9106071,2964815,21.645896261916832,17.24782564057146,10.46606064074194,1.0805784169895223,0.9443589214145395,0.7373632748083861
39,"    Two or more races + Other races, not Hispanic",3009342,297017,246802,221074,1733118,511329,181465,210492,182391,1909166,525830,163424,233409,135958,1964472,512085,30.620056821161455,23.126443520305116,21.335048815560434,1.5285748452076269,1.2662270429970561,1.5031139225009498
40,Education ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
41,    Less than high school,6966585,1676524,859007,234491,2267332,1929235,1194700,849584,200177,2759240,1962890,735662,586869,295562,3398218,1950280,54.98966718611968,44.85607136326255,32.25667099588242,2.7451229923567944,2.455975150390072,2.272572783244875
42,    High school or GED,8887166,527832,832545,535385,4095360,2896043,322868,571110,512453,4610195,2870540,388418,578447,412719,4629805,2877780,31.642848928322785,23.375742484242828,22.957154025386288,1.579633348985557,1.2798767461886393,1.6173957760710382
43,    Some college/associate’s degree,13321208,880473,1471587,941283,6999016,3028852,658294,987133,715699,7925374,3034708,596308,836892,611434,8272948,3003626,31.99795071215959,22.95363826374374,19.816988127644635,1.5973602806314242,1.2567655497571664,1.3961622968012048
44,    Bachelor’s degree or higher,25175715,609593,1110146,982383,19083711,3389889,694675,1102481,951176,19001850,3425533,345990,497117,537359,20390058,3405196,12.403119349250288,12.635903460485986,6.340988012274765,0.6191724708449721,0.6918453613639053,0.4467403588366926
45,Marital status ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
46,    Married,28087795,1762991,2087554,1105427,18152558,4979265,1321646,1665260,998425,19074630,5027835,804123,1244616,791420,20259180,4988457,21.446504818783367,17.2824714353364,12.2954129681119,1.0706246554369694,0.9462558599653796,0.8662462680558085
47,    Widowed,2153620,86736,149385,150768,1269450,497279,157389,189379,77334,1237174,492346,108261,113784,72113,1360502,498963,23.35805247832421,25.528720728790073,17.777581698200894,1.1660504635879947,1.3977573564881207,1.2524804039573936
48,    Divorced/separated,6032734,515834,599527,356901,3312411,1248058,300160,539659,312577,3650446,1229891,255848,417744,334434,3802037,1222667,30.770359372296056,23.994038530928453,20.956589585966263,1.536078054629371,1.313729905417559,1.4764504101734277
49,    Never married,17633084,1311971,1425898,1073165,9552162,4269887,1046297,1111603,988223,10192891,4294068,893732,720550,656578,11085729,4276493,28.5188791275022,23.585870202119857,17.001793346820307,1.423682571930745,1.2913817317531313,1.1978239425658572
50,    Did not report,443442,16890,10917,7279,158831,249527,45047,4410,2941,141518,249527,4414,2627,2528,183578,250295,18.09349457236418,27.02111749993554,4.954257637964867,0.9032400177031265,1.4794695812340786,0.34904132142647953
51,Household size ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
52,    1 person in the household,4772543,342255,352123,190331,3205406,682424,297145,513122,162342,3123658,676276,223632,266810,125534,3477450,679119,21.63039755078031,23.743789162181077,15.047940306208202,1.0798047103920854,1.3000281653327659,1.0601695254959087
53,    2 people in the household,16041276,549725,1010564,675116,11575685,2230182,496857,772744,663585,11870299,2237793,333262,502858,351116,12625066,2228973,16.185575161533187,14.005059447677082,8.595496348436606,0.8079953342881664,0.766809864035513,0.6055767832468282
54,    3 people in the household,10435683,574348,728858,659828,6426775,2045873,522505,579104,429492,6851873,2052714,273798,439975,392834,7310202,2018876,23.397836184609663,18.26442397675573,13.147586727365853,1.1680364942812833,1.0000200655075397,0.9262842952943668
55,    4 people in the household,11029579,615510,847303,511881,6391672,2663212,337243,728586,517186,6757287,2689277,322490,506008,421455,7093152,2686474,23.602765692683576,18.980307907315584,14.981868261276826,1.1782667199438979,1.0392163903434803,1.055514564943298
56,    5 people in the household,5509325,441804,557967,244738,2496998,1767815,278797,464008,315978,2676298,1774245,296315,363710,182986,2905808,1760504,33.26221231534861,28.34699658374118,22.487363360373834,1.6604731120570355,1.5520645719071933,1.5842977084103642
57,    6 people in the household,2777653,330111,303581,256473,980469,907018,243337,209953,133224,1277664,913470,318939,134161,212352,1196757,915441,47.586247450731975,31.462254510420916,35.734492098643976,2.375539054543641,1.7226322525455684,2.5175950170686776
58,    7 or more people in the household,3784618,840666,472884,155170,1368411,947485,694659,242790,157700,1739576,949892,297943,285800,170798,2082590,947485,51.7677528688292,38.63332822995944,26.595193105152276,2.5842827559199724,2.115265363773099,1.8737058149499042
59,Presence of children under 18 years old ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
60,    Children in household,18813225,1429657,1763481,1001872,9523667,5094548,1045468,1266215,750802,10640029,5110707,846637,1171806,792265,10922116,5080397,30.57882330781605,22.349797314624947,20.46707349717043,1.5265164391227708,1.2237038410352048,1.441962631180366
61,    No children,35537455,2264767,2509802,1691672,22921751,6149465,1825070,2244093,1628700,23656626,6182963,1219739,1327517,1064807,25768908,6156481,22.003005309311728,19.41053178505014,12.293884470950486,1.098405552648743,1.0627721570592856,0.866138581151331
62,Respondent or household member experienced loss of employment income in last 4 weeks ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
63,    Yes,10322325,2185371,1677939,705603,3380667,2372752,1391086,1478850,741924,4338842,2371628,1037058,1074789,729440,5114643,2366397,57.473690725275425,45.42821843166706,35.71282947759206,2.869127200416689,2.4873015447813756,2.516068824764995
64,    No,42801694,1507935,2572908,1986914,29030582,7703353,1470093,2027832,1636307,29913333,7754132,1019962,1405566,1127635,31545966,7702572,17.287874090687076,14.649327105834068,10.123224734795361,0.8630228747282441,0.802085029928206,0.7132095253693088
65,    Did not report,1226658,1118,22433,1025,34168,1167911,9359,3628,1273,44484,1167911,9359,18971,0,30414,1167911,41.83362554683644,24.27357992748566,48.223739084549,2.088364109453138,1.329035452751161,3.397497434370634
66,Respondent employed in the last 7 days ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
67,    Yes,32072171,1832868,2305108,1788452,20981808,5163936,1368095,1851524,1613812,22036560,5202180,910500,1213635,1190800,23606142,5151094,22.024588383444694,17.98821220297394,12.31353039850523,1.0994829949407217,0.9848968228329967,0.8675226917518394
68,    No,20819322,1845263,1915207,884681,11372428,4801743,1458531,1628669,765028,12156501,4810596,1143548,1266955,621745,12982180,4804890,29.00033144834185,24.063301476957005,18.93447110706143,1.447717011549868,1.3175222142203369,1.333986501847542
69,    Did not report,1459181,16296,52966,20409,91180,1278332,43911,30119,664,103597,1280893,12330,18730,44527,102702,1280893,49.583354068864075,41.89513595979539,42.39601094857758,2.4752360262868374,2.293856989975753,2.986917670834291
70,Household income ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
71,"    Less than $25,000",4530301,1189378,685588,424189,2155367,75780,730668,744822,326801,2656812,71193,549112,626763,349418,2932170,72840,51.61396702361488,40.418195746772675,34.218874825825736,2.576605657999594,2.2129910480518595,2.4108155368035806
72,"    $25,000 - $34,999",2973777,670865,564938,243132,1482697,12144,358629,521833,208261,1875569,9485,462085,359634,254368,1895314,2379,49.936470859151015,36.727926938371795,36.21483894113141,2.4928638656538777,2.010940172523893,2.5514367969874394
73,"    $35,000 - $49,999",3089563,333496,542302,264000,1936118,13650,270878,396472,276841,2129404,15965,253820,274463,311268,2241792,8220,37.055599426901864,30.719404424391218,27.24626891585909,1.849841673674067,1.6819594674284954,1.9195759286832859
74,"    $50,000 - $74,999",4883534,407495,713549,618704,3109491,34295,292110,412741,369997,3799979,8705,255322,397576,354801,3865391,10441,35.87672210010684,22.048937511449118,20.678837855136358,1.7909912855820658,1.2072310609210672,1.456882023092697
75,"    $75,000 - $99,999",4044173,209737,581575,322155,2909427,21278,196796,398147,239311,3184064,25854,127385,310478,142852,3445674,17786,27.67825160736236,20.76126858021974,14.422731843710007,1.3817178528911973,1.1367281657518127,1.0161218388667106
76,"    $100,000 - $149,999",6651518,488810,370709,344491,5437089,10416,509646,309306,437310,5370198,25060,95696,189296,242197,6112719,11606,18.12967185265337,18.958273032138738,7.93969859841516,0.9050460130656127,1.0380099292283724,0.559373995668339
77,"    $150,000 - $199,999",4716562,121729,181471,139605,4270007,3752,175822,213115,182319,4140006,5297,118935,104121,54587,4433996,4917,9.395774495470855,12.125320906380772,5.892697773283004,0.46904369344914093,0.6638897685758102,0.4151570563856411
78,"    $200,000 and above",10079414,90809,218412,208927,9549378,11890,231638,184635,267250,9373345,22543,71707,40598,75299,9885135,6674,5.146727238991435,6.796577185886147,1.8624922315080106,0.256928255836228,0.3721285473501256,0.13121779227839156
79,    Did not report,13381837,182109,414741,128335,1595843,11060807,104347,329229,71405,1767283,11109568,132317,196388,72276,1878838,11102015,31.244102833655745,22.22364517581325,17.58825908338458,1.5597276625430818,1.2167967154516692,1.2391420956818984
80,Used in the last 7 days to meet spending needs* ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
81,    Regular income sources like those received before the pandemic,37482070,1250593,2473612,1923955,28221891,3612014,1308096,1969956,1617596,28970610,3615809,924567,1272809,1058080,30674810,3551804,16.675968885318643,14.45582670020762,9.594549008251217,0.8324761350523274,0.7914904287211512,0.6759628402585051
82,    Credit cards or loans,16757239,1623362,1858368,1267866,10518831,1488816,1225393,1672175,1169419,11149891,1540362,869850,1150152,953559,12271914,1511765,31.107312130401414,26.726817861509954,19.50454935018747,1.5528989741028851,1.4633559855317588,1.3741501101694817
83,    Money from savings or selling assets or possessions (including withdrawals from retirement accounts),12009466,1469190,1544515,1071856,6840555,1083356,1160941,1323206,964723,7460612,1099986,621668,967790,755229,8578796,1085986,37.39264019857021,31.61351411799646,21.464652290295767,1.8666669868467571,1.7309140709521518,1.5122448501572812
84,    Borrowing from friends or family,4799781,1314867,755550,520574,1408229,800559,651749,748555,394232,2189343,815902,878597,730388,458103,1942755,789939,64.78737614466013,45.044942379023055,51.5503603383874,3.23423153784911,2.466316281640292,3.6318672155114755
85,    Unemployment insurance (UI) benefit payments,2631194,631027,489572,226753,988808,295034,483896,393181,239395,1215718,299000,204996,355684,156879,1616674,296961,57.6737894664749,47.872175299310435,30.74067584512771,2.87911627078784,2.621113917401979,2.165766680421178
86,    Stimulus (economic impact) payment,5416394,632338,865018,550578,2660327,708136,446056,787322,509725,2991826,681465,291626,593159,423802,3431125,676682,43.496639309060804,36.81370935023524,27.6089981838559,2.1713829300587704,2.0156369608398155,1.9451312211758407
87,    Child Tax Credit payment,2450761,310895,455101,193010,1135963,355798,234533,277484,146676,1432937,359137,138929,351134,270483,1338842,351374,45.77675118844581,31.491941190194794,36.227051039184296,2.285207724161644,1.724257667915358,2.552297173486454
88,    Money saved from deferred or forgiven payments (to meet spending needs),1166357,213828,136295,108783,580646,126807,175325,128915,121895,608895,131326,205524,94156,55679,681065,129934,44.144677985666874,41.17123062014568,34.287062328798186,2.2037334781184033,2.2542214741719664,2.4156195372980025
89,    Supplemental Nutrition Assistance Program (SNAP),2002448,497667,358250,188726,773906,183895,297815,379346,142301,994732,188253,315658,448795,133568,917340,187081,57.443637881326524,45.16945532315986,49.46773847932677,2.8676269412383486,2.473133657469428,3.485140674657455
90,    School meal debit/EBT cards,1909884,369487,385502,199455,673083,282354,191410,284690,188770,953921,291091,266257,327443,165631,861864,288684,58.643711636651865,41.07195916957881,46.83758943992105,2.927535470000987,2.2487861293384666,3.2998393109924296
91,    Government rental assistance,535996,105741,146932,62126,145190,76011,78429,135051,27946,218561,76011,120846,118172,44473,176497,76011,68.43679685207125,52.485624531234706,61.63048795069405,3.4164131949737055,2.873711087123622,4.342040427938989
92,    Other,2163136,285471,214204,77898,1188629,396928,198031,138332,75318,1365773,385677,120714,203078,117669,1336158,385513,32.70130131898395,23.16120934435056,24.83434339002139,1.6324720392814023,1.2681305534326217,1.749649022526974
93,    Did not report,6355857,2547,12559,32481,253685,6054583,10451,15321,3897,270551,6055636,4984,8039,12706,275421,6054707,15.795256145568487,9.882386641840512,8.54358293209364,0.7885103335615348,0.541083855123013,0.6019193377193172
94,Active duty military* ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
95,    Serving on active duty,112120,19847,1233,0,63225,27816,12863,1233,2200,68009,27816,12863,0,1233,69554,28471,25.004744733345984,19.330043651546784,16.85136702172172,1.2482545030359211,1.0583652429052428,1.1872259868020332
96,    Serving in Reserve or National Guard,104345,16028,3138,0,16601,68578,7378,3138,2193,23059,68578,13169,1171,1967,19461,68578,53.58570749573629,35.532753655604324,45.592305756703105,2.675036333832947,1.9455016311252122,3.212105588989273
97,    Spouse serving on active duty,50832,11262,1346,3121,16607,18498,11262,0,2200,18873,18498,11262,0,432,20642,18498,48.645388754871036,41.63419310942042,36.166264613100765,2.4284121358864716,2.2795697566823407,2.5480145995802443
98,    Spouse serving in Reserve or National Guard,63117,7378,8646,0,27970,19124,7378,0,0,33229,22511,7378,4772,1750,30094,19124,36.423976541722546,18.16972861153524,31.595935717045894,1.8183106135071465,0.9948352720833633,2.2260221329373686
99,    No active duty service (self or spouse),53668989,3664713,4250289,2682266,32251615,10820108,2848223,3504722,2373060,34077399,10865582,2038303,2487714,1849103,36481552,10812318,24.7317263664365,20.386239347722952,14.875443778636003,1.234625233489658,1.1161944353628352,1.0480166621761051
100,    Did not report,403682,1216,8627,8159,71599,314083,9452,1216,2048,76088,314878,9419,5667,2589,71928,314083,20.091742095335885,14.319174811945407,19.7267826649851,1.002993944221057,0.7840084172202344,1.389807069401383
101,Difficulty seeing ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
102,    No difficulty,32896867,2372819,2453196,1694541,25007680,1368630,1992632,1906695,1308418,26273520,1415606,1276315,1374612,1099690,27784662,1361587,20.68163849440741,16.542364678466978,11.893400026890518,1.0324419887549303,0.9057332785563491,0.8379233307989367
103,    Some difficulty,10968139,1061598,1624126,896741,6922898,462776,667560,1426556,980860,7430365,462795,564122,1006006,651822,8287989,458197,34.10129664248632,29.27058837863853,21.14141067572019,1.7023607938128793,1.6026333896487717,1.4894715734049977
104,    A lot of difficulty,925011,233741,174532,89600,388423,38713,172840,163372,78370,474849,35581,187831,108698,96423,494577,37486,56.17444696930378,46.612099884195494,44.27503450607025,2.804268035237125,2.552121831981089,3.119300141312378
105,    Cannot do at all,234703,26263,18607,11580,74851,103401,34484,13310,9854,70780,106274,33461,8174,7545,74681,110842,42.99249059420268,44.887058218938094,39.70579924269948,2.14621547043331,2.457671753441007,2.7973847241540284
106,    Did not report,9325955,0,2817,1083,51562,9270494,3022,374,2001,47142,9273416,4650,1832,1591,49117,9268767,7.031968410234218,10.272369097242048,14.11659788766874,0.35104082552682125,0.562436309549923,0.9945538445558509
107,Difficulty hearing ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
108,    No difficulty,39120323,3095766,3557115,2313270,28413797,1740379,2338773,2852206,1972265,30140256,1816826,1611206,2136605,1558984,32041359,1772169,23.98652871176051,19.202607197925705,14.208988749484112,1.1974244406792993,1.0513877980725785,1.0010630394448385
109,    Some difficulty,5136808,530994,596701,338380,3554274,116460,458808,572510,358566,3658468,88462,364817,299550,267293,4116636,88513,29.20265686761157,27.531472684320768,18.454943698813164,1.4578172392616613,1.5074127249965399,1.3002024533651653
110,    A lot of difficulty,453964,47518,76911,23881,286749,18903,47461,67915,28155,303075,7357,57040,38205,29210,322150,7357,34.08947251075137,32.13809904457386,27.866782204488512,1.7017705248123343,1.7596363264860702,1.9632928271679746
111,    Cannot do at all,144795,18539,19035,11797,82278,13146,24517,12163,13642,71526,22949,27055,10253,0,93209,14277,37.501993938427184,41.299673358173436,28.584563048774882,1.872126002711784,2.261254015436884,2.01386249727646
112,    Did not report,9494784,1609,23522,6214,108320,9355124,981,5519,6875,123338,9358075,6259,14708,1591,117669,9354562,22.443792066447084,9.783554850083023,16.087347206572435,1.1204099386298987,0.5356725826408734,1.1333986517373054
113,Difficulty remembering or concentrating ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
114,    No difficulty,28480604,2090620,2122171,1348993,21708972,1209852,1798112,1636643,1065482,22743735,1236628,1044470,1117384,952772,24151798,1214175,20.39468511906089,16.51828279396517,11.422933307474917,1.0181170737534997,0.9044147388779179,0.8047776332127574
115,    Some difficulty,14169349,1212870,1771066,1192213,9407697,585499,838100,1428622,1156472,10156113,590037,776364,1072016,751957,10995873,573139,30.74348583060031,25.20889128992691,19.12545481424603,1.5347365084631548,1.3802459443127233,1.3474418387310765
116,    A lot of difficulty,2064769,288391,372204,149616,1182226,72330,201157,361299,148161,1280571,73578,214839,219705,147923,1410730,71568,40.66428131551329,35.68803796320895,29.222692543300955,2.029989620214636,1.954003811301313,2.0588205067880705
117,    Cannot do at all,172038,100035,1233,883,56189,13696,28667,80842,8571,37387,16569,22726,86546,2116,46952,13696,64.51288982076771,75.95083264187717,70.34646524611284,3.220528986854316,4.158486286265758,4.956105431220868
118,    Did not report,9463920,2510,6606,1835,90335,9362634,4502,2901,813,78847,9376856,7979,3669,2304,85670,9364298,10.811958217325197,9.436736194064137,14.004938668165668,0.5397405842505653,0.5166834475029335,0.9866871399206008
119,Difficulty walking or climbing stairs ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
120,    No difficulty,36266684,2750300,2748808,1987820,27220616,1559146,2156627,2394737,1867975,28275501,1571845,1425370,1608755,1195982,30510191,1526393,21.57147533772058,18.502287905126177,12.17637180989647,1.0768632719345048,1.013043673672441,0.8578594851704677
121,    Some difficulty,7074867,691261,1289716,561430,4255486,276973,566435,963509,404163,4838254,302508,436099,727778,522888,5089278,298825,37.399921210892664,28.558837474504823,24.893071796190167,1.867030460120133,1.5636633577067476,1.7537866031681861
122,    A lot of difficulty,1378398,220004,199527,126960,785056,46853,118587,130289,84797,1002375,42351,157661,138803,130315,907284,44338,41.041872411371756,24.974645353045215,31.99098991049878,2.048839234187421,1.367420429670519,2.253854806930986
123,    Cannot do at all,199675,32498,25357,17333,115632,8854,28893,19884,22570,116710,11618,47248,16371,7422,118755,9876,39.402371856347045,37.939029124148526,37.42959657321693,1.966994209478559,2.0772508587354106,2.6370198732220866
124,    Did not report,661233,0,0,0,15900,645333,0,0,0,15900,645333,0,0,0,15900,645333,0.0,0.0,0.0,0.0,0.0,0.0
125,* Totals may not sum to 100% as the question allowed for multiple categories to be marked.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
126,** The Census Bureau considers estimated coefficients of variation (standard error divided by the estimate times 100) over 30 percent to indicate potentially serious data quality issues related to sampling error.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
